순번,업소명,연락처,팩스,주소,영업시간,휴무일,기본정보,장애인 편의 시설,주출입구,장애인전용주차구역,출입문 문 폭,복도/통로,장애인용 엘리베이터,장애인용 화장실,음식점 좌석/테이블,장애인용 관람석,접수대 작업대,샤워실 탈의실,테이블/진열대 등 통로 폭,장애인용 객실,여객시설,비치용품,이용가능댓수,턱 치수 *삭제된 항목,단차 cm,메뉴명,경도,위도,다음 경도,다음 위도,소분류,접근여부,엘리베이터 여부,화장실 여부,경사로 여부,,,,2
58,생천 온누리 약국,02-3664-5157,02-3664-8932,서울시 강서구 우장산동 677-11 영종빌딩 1층,㏂09:00~㏘22:00,일요일 공휴일,,일반주차장지하철접근가능지상버스접근가능,경사로 이용불편(기울기 5도 초과),일반 주차장만 있음,이용가능(80cm 이상),,,,,,이용불편(높이 90cm 이하),,,,,,,,,의료,126.83671,37.55273,185571.1638,450369.0278,병원,2,2,2,3,,,,2
59,Tworld 등촌점,02-3662-7010,02-3662-6010,서울시 강서구 등촌3동 674-3 연준빌딩 1층,㏂10:00~㏘18:00,연중무휴,,장애인용엘리베이터주출입구단차없음지하철접근가능지상버스접근가능,턱이나계단없음,주차장없음,이용가능(80cm 이상),이동불편,휠체어 사용자용 조작반 설치음성신호장치 설치,,,,이용불편(높이 90cm 이하),,이용가능(80cm 이상),,,,,,,생활,126.83963,37.55939,185830.4457,451107.7651,슈퍼마켓 등 판매점,1,1,2,1,,,,2
60,폰마트휴대폰 쇼핑몰 OUT,02-3661-9011,02-3661-9091,서울시 강서구 내발산동 657 우장산힐스테이트 상가 1동 102호,㏂10:00~㏘21:00,,,지하철접근가능지상버스접근가능,경사로 이용불편(기울기 5도 초과),주차장없음,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 이하),,이용가능(80cm 이상),,,,,,,생활,126.83897,37.55629,185771.5417,450763.8013,슈퍼마켓 등 판매점,2,2,2,3,,,,2
61,글라스갤러리,02-468-8961,02-3409-3007,서울시 광진구 화양동 10-1,㏂09:00~㏘20:00,매주 일요일,,장애인용화장실장애인용엘리베이터장애인용주차장,경사로 이용가능(기울기 5도 이하),이용가능장애인전용주차구역 크기 적합,이용가능(80cm 이상),이동가능,휠체어 사용자용 조작반 설치,남녀별도대변기 측면만 접근 가능대변기 손잡이 미설치접이식문,,,,,이용가능(80cm 이상),,,,4,,,생활,127.0699,37.5435,206177.3516,449334.3737,슈퍼마켓 등 판매점,1,1,1,2,,,,1
62,이지Bug,02-3395-9289,02-3395-9289,서울시 성동구 행당동 338-6,㏂06:30~㏘24:00,연중무휴,,주출입구단차없음,턱이나계단없음,,이용가능(80cm 이상),이동가능,,,,,,,이용가능(80cm 이상),,,,,,,생활,127.03168,37.55667,202799.1997,450794.2609,슈퍼마켓 등 판매점,1,2,2,1,,,,2
63,스타벅스 장한평역점,02-758-8475,02-3394-8475,서울시 동대문구 장안동 433-7,㏂07:00~㏘23:00,,,주출입구단차없음,턱이나계단없음,주차장없음,이용가능(80cm 이상),이동가능,일반 엘리베이터만 있음,,,,,,이용가능(80cm 이상),,,,,,,생활,127.0655,37.56235,205787.0476,451426.2185,음식점,1,2,2,1,,,,2
64,서울플란트치과,02-3298-2875,02-3298-2800,서울시 종로구 관수동 20번지 드림팰리스빌딩 14층,㏂10:00~㏘19:00,일요일 공휴일,-지하3층 장애인주차 구역 4자리 마련.  -장애인용 엘레베이터 별도 설치(휠체어 사용자용 조작반 설치)  -남녀 별도의 장애인 화장실 1층에 마련.  -주출입구 단차 없음.,장애인용화장실장애인용엘리베이터장애인용주차장주출입구단차없음지하철접근가능지상버스접근가능,턱이나계단없음,이용가능장애인전용주차구역 크기 적합,이용가능(80cm 이상),이동가능,휠체어 사용자용 조작반 설치,남녀별도미닫이문대변기 손잡이 이용 불편,,,이용불편(높이 90cm 초과),,이용가능(80cm 이상),,,,4,,,의료,126.98998,37.56974,199114.8017,452244.4525,병원,1,1,1,1,,,,1
65,바우하우스(애견카페),02-334-5152,,서울시 마포구 양화로 64 제일빌딩,,,,일반화장실장애인용 주차장주출입구 단차없음,턱이나 계단 없음,이용가능,이용가능(80cm 이상),,,,,,,,,,,,2.8m×5.3m,,,생활,126.91587,37.55028,192565.7578,450087.902,음식점,2,2,2,1,,,,2
66,유디치과의원 까치산점,02-2699-1004,02-2699-2180,서울시 강서구 화곡1동  898-1 화곡심포니타워 3층,,,내부 쇼파로 인하여 진료실 진입이 어려워 보였음.,장애인용화장실장애인용엘리베이터일반엘리베이터장애인용주차장일반주차장주출입구단차없음지하철접,턱이나계단없음,이용가능,이용가능(80cm 이상),,휠체어 사용자용 조작반 설치,남녀별도커튼식 접이문대변기 전면만 접근 가능대변기 손잡이 이용 불편,,,이용불편(높이 90cm 초과),,,,,,,,,의료,126.8472,37.53037,186494.0621,447885.7795,병원,1,1,1,1,,,,1
67,살롱드프롬 발산역점,02-2668-8978,02-2668-8979,서울시 강서구 등촌3동 673-1 2층,㏂10:00~㏘21:00,매주 목요일,,장애인용엘리베이터일반주차장지하철접근가능지상버스접근가능,경사로 이용불편(기울기 5도 초과),일반 주차장만 있음,이용가능(80cm 이상),이동불편,휠체어 사용자용 조작반 설치,,,,이용불편(높이 90cm 초과),,이용가능(80cm 이상),,,,,,,생활,126.83885,37.55883,185761.4219,451045.7295,미용실,2,1,2,3,,,,2
68,LG전자베스트샵 방화점,02-2661-7777,02-2664-2127,서울시 강서구 방화1동 573-3 1층,㏂10:30~㏘20:30,명절,,일반주차장지하철접근가능지상버스접근가능,경사로 이용불편(기울기 5도 초과),일반 주차장만 있음,이용가능(80cm 이상),,,,,,이용불편(높이 90cm 초과),,이용가능(80cm 이상),,,,,,,생활,126.81238,37.57326,183425.8326,452651.6318,슈퍼마켓 등 판매점,2,2,2,3,,,,2
69,강서뇌성마비복지관,02-2662-3491~4,02-2662-2700,서울시 강서구 방화1동 452-5,㏂09:00~㏘18:00,토요일 일요일 공휴일,,장애인용화장실장애인용엘리베이터일반엘리베이터장애인용주차장일반주차장지하철접근가능지상버스접,경사로 이용가능(기울기 5도 이하),이용가능장애인전용주차구역 크기 작음,이용가능(80cm 이상),이동가능,휠체어 사용자용 조작반 설치음성신호장치 설치,남녀별도미닫이문대변기 전면/측면 모두 접근 가능대변기 손잡이 이용 가능,,,이용불편(높이 90cm 초과),,,,,휠체어 대여 가능,2,,,공공,126.81258,37.57421,183443.7107,452757.0357,공공시설,1,1,1,2,,,,1
70,미스터피자 가양점,02-2658-9977,02-2658-2277,서울시 강서구 가양2동 14-51 토피아빌딩 2층,㏂11:00~㏘21:30,연중무휴,,장애인용화장실장애인용엘리베이터장애인용주차장일반주차장주출입구단차없음지하철접근가능지상버스,턱이나계단없음,이용가능,이용가능(80cm 미만),이동가능,휠체어 사용자용 조작반 설치,남녀별도바깥 열림 여닫이문대변기 전면만 접근 가능대변기 손잡이 이용 가능,1개씩 이동 가능한 좌석고정식 좌석,,이용불편(높이 90cm 초과),,이용가능(80cm 이상),,,,1,,,생활,126.85508,37.56153,187195.9036,451343.063,음식점,1,1,1,1,,,,1
71,건치과,02-2648-0078,02-2648-0079,서울시 양천구 목1동 810-1 목동타운빌딩 5층,㏂10:00~㏘19:00,일요일 공휴일,,일반엘리베이터장애인용주차장일반주차장지하철접근가능지상버스접근가능,경사로 이용불편(기울기 5도 초과),이용가능장애인전용주차구역 크기 작음,이용가능(80cm 이상),이동가능,일반 엘리베이터만 있음,,,,이용불편(높이 90cm 초과),,이용가능(80cm 이상),,,,1,,,의료,126.86445,37.52738,188018.306,447551.5891,병원,2,2,2,3,,,,2
72,LU라인업의원,02-2646-4200,02-2646-9889,서울시 강서구 화곡1동  898-1 화곡심포니타워 3층,,,,장애인용화장실장애인용엘리베이터일반엘리베이터장애인용주차장일반주차장주출입구단차없음지하철접,턱이나계단없음,이용가능,이용가능(80cm 이상),,휠체어 사용자용 조작반 설치,남녀별도커튼식 접이문대변기 전면만 접근 가능,,,이용불편(높이 90cm 초과),,,,,,,,,의료,126.8472,37.53037,186494.0621,447885.7795,병원,1,1,1,1,,,,1
73,목동즐거운약국,02-2644-3903,02-2644-3923,서울시 양천구 목1동 810-1 목동타운빌딩 1층,㏂09:30~㏘21:00,일요일 공휴일,,일반엘리베이터장애인용주차장일반주차장지하철접근가능지상버스접근가능,경사로 이용불편(기울기 5도 초과),이용가능장애인전용주차구역 크기 작음,이용가능(80cm 이상),,일반 엘리베이터만 있음,,,,이용불편(높이 90cm 이하),,이용가능(80cm 미만),,,,1,,,의료,126.86445,37.52738,188018.306,447551.5891,병원,2,2,2,3,,,,2
74,양천신경외과,02-2607-9901,02-2607-5011,서울시 양천구 신정4동 978-17   양천 신경외과,㏂09:00~㏘19:00,공휴일,신경외과  정형외과   재활의학과.,장애인용엘리베이터일반주차장지하철접근가능지상버스접근가능,경사로 이용가능(기울기 5도 이하),일반 주차장만 있음,이용가능(80cm 이상),이동가능,휠체어 사용자용 조작반 설치음성신호장치 설치,,,,이용불편(높이 90cm 초과),,,,,,,,,의료,126.85743,37.52189,187396.8622,446943.1847,병원,1,1,2,2,,,,2
75,밝은눈안경마트 신월점,02-2603-5228,02-2605-8530,서울시 양천구 신월4동 544-6 1층,㏂10:00~㏘22:00,명절,,일반주차장지상버스접근가능,경사로 이용불편(기울기 5도 초과),일반 주차장만 있음,이용가능(80cm 이상),,,,,,이용불편(높이 90cm 이하),,이용가능(80cm 이상),,,,,,,생활,126.84197,37.51851,186029.5726,446570.2304,슈퍼마켓 등 판매점,2,2,2,3,,,,2
76,웰튼병원,02-2690-2000,02-2605-2112,서울시 강서구 내발산동 677번지 웰튼병원,㏂09:00~㏘18:00,공휴일,(내과 정형외과 관절계통 병원),장애인용화장실장애인용엘리베이터일반엘리베이터장애인용주차장일반주차장주출입구단차없음지하철접,턱이나계단없음,이용가능,이용가능(80cm 이상),이동가능,휠체어 사용자용 조작반 설치음성신호장치 설치,남녀별도대변기 전면만 접근 가능대변기 손잡이 이용 가능접이식문,,,이용불편(높이 90cm 초과),,이용가능(80cm 이상),,,휠체어 대여 가능,2,,,의료,126.83714,37.55403,185609.4099,450513.2465,병원,1,1,1,1,,,,1
77,로고스치과병원 발산점,02-2699-9908,02-2603-2787,서울시 강서구 등촌3동 673-1 3층,㏂09:30~㏘19:00,공휴일,,장애인용엘리베이터일반주차장지하철접근가능지상버스접근가능,경사로 이용가능(기울기 5도 이하),일반 주차장만 있음,이용가능(80cm 이상),이동불편,휠체어 사용자용 조작반 설치,,,,이용불편(높이 90cm 초과),,이용가능(80cm 이상),,,,,,,의료,126.83885,37.55883,185761.4219,451045.7295,병원,1,1,2,2,,,,2
78,성동문화회관,02-2204-6400,02-2292-2059,서울시 성동구 왕십리로 281,㏂09:00~㏘21:00,공연없는 날,,장애인용화장실장애인용엘리베이터장애인용주차장,경사로 이용가능(기울기 5도 이하),이용가능장애인전용주차구역 크기 작음,이용가능(80cm 이상),이동가능,휠체어 사용자용 조작반 설치,남녀별도대변기 전면/측면 모두 접근 가능접이식문,,장애인용 관람석 중간비장애인 동석 불가능,,,,,,,2,,,문화,127.03601,37.55931,203181.6801,451087.4074,공연장/영화관,1,1,1,2,,,,1
79,한양동물메디컬센터,02-2281-5200,02-2281-5599,서울시 성동구 행당동 226-3,24시간,연중무휴,,일반주차장,경사로 이용불편(기울기 5도 초과),,이용가능(80cm 이상),이동가능,,,,,,,,,,,,,,생활,127.03701,37.55966,203270.0202,451126.2875,슈퍼마켓 등 판매점,2,2,2,3,,,,2
80,동도조명전시장,02-2267-6547,02-2267-6871,서울시 종로구 예지동 39-1 1층,㏂09:00~㏘19:00,매주 일요일,(1층) 주출입문 이용 가능.    매장 내부 통로 이동 가능.    계산대 이용 가능.,주출입구단차없음지하철접근가능지상버스접근가능,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 이하),,이용가능(80cm 이상),,,,,,,생활,126.99763,37.57003,199790.6276,452276.5946,슈퍼마켓 등 판매점,1,2,2,2,,,,2
81,이대감고깃집 본사직영점,02-2265-1400,02-2267-5900,서울시 종로구 관수동 20번지 1층,㏘12:00~㏘21:00,명절,-지하3층에 장애인전용 주차공간 4자리 있음  -건물 1층에 장애인용 화장실 남 녀 별도로 있음  -주출입구에 계단이나 턱 없음  -휠체어 이용시 음식점 내 이동에 불편함 없음,장애인용화장실장애인용엘리베이터장애인용주차장주출입구단차없음지하철접근가능지상버스접근가능,턱이나계단없음,이용가능장애인전용주차구역 크기 적합,이용가능(80cm 이상),이동가능,휠체어 사용자용 조작반 설치,남녀별도미닫이문대변기 손잡이 이용 불편,1개씩 이동 가능한 좌석,,이용불편(높이 90cm 초과),,이용가능(80cm 이상),,,,4,,,생활,126.98998,37.56974,199114.8017,452244.4525,음식점,1,1,1,1,,,,1
82,드림디포 장안점,02-2212-9281,02-2217-3754,서울시 동대문구 장안동 431-2 삼흥빌딩 1층,㏂09:00~㏘19:00,,,주출입구단차없음,턱이나계단없음,주차장없음,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 이하),,,,,,,,,생활,127.06588,37.56395,205820.4969,451603.8232,슈퍼마켓 등 판매점,1,2,2,1,,,,2
83,야리성,02-2215-9999,02-2215-9992,서울시 동대문구 장안1동 464-5 야리성빌딩 1층,㏂10:00~㏘22:00,,,주출입구단차없음,턱이나계단없음,주차장없음,이용가능(80cm 이상),이동가능,,,1개씩 이동 가능한 좌석,,,,,,,,,,,생활,127.06633,37.56188,205860.4165,451374.1055,음식점,1,2,2,1,,,,2
84,Tworld 미래대리점 장안직영점,02-2213-5700,02-2213-0880,서울시 동대문구 장안동 433-7,,,,주출입구단차없음,턱이나계단없음,주차장없음,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 이하),,,,,,,,,생활,127.0655,37.56235,205787.0476,451426.2185,슈퍼마켓 등 판매점,1,2,2,1,,,,2
85,룩앤룩안경원 왕십리점,02-2200-1401~2,02-2200-1403,서울시 성동구 왕십리광장로 17,㏂10:00~㏘22:00,명절,장애인 화장실이 공사중.  2층에 위치.  장애인 주차장은 2층부터 5층까지 6대씩 있음.  출입문이 없어  편하게 드나들 수 있음.,장애인용화장실장애인용엘리베이터장애인용주차장주출입구단차없음지하철접근가능,턱이나계단없음,이용가능장애인전용주차구역 크기 적합,이용가능(80cm 이상),이동가능,휠체어 사용자용 조작반 설치음성신호장치 설치,남녀별도,,,,,,,,,6,,,생활,127.0384,37.56144,203392.753,451323.8958,슈퍼마켓 등 판매점,1,1,1,1,,,,1
86,연세재활의학과의원,02-2065-3338,02-2065-3308,서울시 양천구 신정4동 900-14  한성빌딩  6층,㏂09:30~㏘19:00,일요일 공휴일,,장애인용화장실장애인용엘리베이터장애인용주차장일반주차장주출입구단차없음지하철접근가능지상버스,턱이나계단없음,이용가능장애인전용주차구역 크기 작음,이용가능(80cm 이상),이동불편,휠체어 사용자용 조작반 설치음성신호장치 설치,남녀별도대변기 전면만 접근 가능대변기 손잡이 이용 가능접이식문,,,이용불편(높이 90cm 초과),,이용가능(80cm 이상),,,,1,,,의료,126.86395,37.52638,187973.9489,447440.6653,병원,1,1,1,1,,,,1
87,다비치안경 발산역사거리점,02-485-1001,02-2063-0030,서울시 강서구 등촌3동 673-1 1층,㏂09:30~㏘22:00,연중무휴,고객 휴게실 있음.,장애인용엘리베이터일반주차장지하철접근가능지상버스접근가능,경사로 이용불편(기울기 5도 초과),일반 주차장만 있음,이용가능(80cm 이상),,휠체어 사용자용 조작반 설치,,,,이용불편(높이 90cm 이하),,이용가능(80cm 이상),,,,,,,생활,126.83885,37.55883,185761.4219,451045.7295,슈퍼마켓 등 판매점,2,1,2,3,,,,2
88,스타벅스 오목교사거리점,02-758-8329,02-2062-8329,서울시 양천구 목1동 404-177 목동썬택씨티빌딩 12층,㏂07:00~㏘23:00,연중무휴,,장애인용엘리베이터일반주차장주출입구단차없음지하철접근가능지상버스접근가능,턱이나계단없음,일반 주차장만 있음,이용가능(80cm 이상),이동가능,휠체어 사용자용 조작반 설치,,1개씩 이동 가능한 좌석,,이용불편(높이 90cm 이하),,이용가능(80cm 이상),,,,,,,생활,126.87627,37.52415,189062.6422,447191.6592,음식점,1,1,2,1,,,,2
